Tempo de Execução (Ordenados Ascendentemente):
Tamanho,Quicksort (s),Heapsort (s),Shellsort (s)
5000,0.15915254751841226,0.014872312545776367,0.004479408264160156
10000,0.6818794409434,0.036036928494771324,0.010705312093098959
50000,15.855280121167501,0.19719167550404867,0.061963438987731934
100000,65.1402273575465,0.15066667397816977,0.12546658515930176
